,Insult,Date,Comment,Comment_stemmed,Comment constructed,comment length,sentences length,max length
78,0,20120612035513Z, I like your comments .  However I would go one step further .  It is not time to let the people of IL fight back .  Rather the citizens of IL just need to fight back period .  I will carry next time I travel into little Beirut . i.e .  Chicago ,i like your comment . howev i would go one step further . it is not time to let the peopl of il fight back . rather the citizen of il just need to fight back period . i will carri next time i travel into littl beirut . i.e . chicago,"['I like your comments', 'However I would go one step further', 'It is not time to let the people of IL fight back', 'Rather the citizens of IL just need to fight back period', 'I will carry next time I travel into little Beirut', 'i', 'e', 'Chicago']",8,"[4, 7, 12, 11, 10, 1, 1, 1]",12
79,1,20120619194023Z, Fact : Georgia passed a strict immigration policy and most of the Latino farm workers left the area .  Vidalia Georgia now has over 3000 agriculture job openings and they have been able to fill about 250 of them in past year .  All you White Real Americans who are looking for work that the Latinos stole from you..Where are you ? The jobs are i Vadalia just waiting for you..Or maybe its the fact that you would rather collect unemployment like the rest of the Tea Klaners ..  You scream..you complain..and you sit at home in your wife beaters and drink beer..Typical Real White Tea Klan ..  ,fact : georgia pass a strict immigr polici and most of the latino farm worker left the area . vidalia georgia now has over 3000 agricultur job open and they have been abl to fill about 250 of them in past year . all you white real american who are look for work that the latino stole from you..wher are you ? the job are i vadalia just wait for you..or mayb it the fact that you would rather collect unemploy like the rest of the tea klaner .. you scream..you complain..and you sit at home in your wife beater and drink beer..typ real white tea klan ..,"['Fact', 'Georgia passed a strict immigration policy and most of the Latino farm workers left the area', 'Vidalia Georgia now has over 3000 agriculture job openings and they have been able to fill about 250 of them in past year', 'All you White Real Americans who are looking for work that the Latinos stole from you', 'Where are you', 'The jobs are i Vadalia just waiting for you', 'Or maybe its the fact that you would rather collect unemployment like the rest of the Tea Klaners', 'You scream', 'you complain', 'and you sit at home in your wife beaters and drink beer', 'Typical Real White Tea Klan']",11,"[1, 16, 23, 16, 3, 9, 18, 2, 2, 12, 5]",23
80,1,20120530000452Z, Of course you would bottom feeder . .  ,of cours you would bottom feeder . .,['Of course you would bottom feeder'],1,[6],6
81,0,20120619201802Z, M tenlos !!  _url_ YVSZmVv2iRw/Tmo8KFaUGMI/AA0k/NlLAahKNnis/s1600/kill it with fire KILL IT KILL IT WITH FIRE s670x394 132457.jpg ,m tenlo !! _url_ yvszmvv2irw/tmo8kfaugmi/aa0k/nllaahknnis/s1600/kil it with fire kill it kill it with fire s670x394 132457.jpg,"['M tenlos', '_url_ YVSZmVv2iRw Tmo8KFaUGMI AA0k NlLAahKNnis s1600 kill it with fire KILL IT KILL IT WITH FIRE s670x394 132457', 'jpg']",3,"[2, 18, 1]",18
82,1,20120619162450Z," you are a fucking moron .  you are just butthurt that you got rejected on WIkipedia .  Call yoursilf scolar or whatever .  I am better than you ,  just 14 and already a Wikipedia administrator .  you are just a stupid ashole .  ","you are a fuck moron . you are just butthurt that you got reject on wikipedia . call yoursilf scolar or whatev . i am better than you , just 14 and alreadi a wikipedia administr . you are just a stupid ashol .","['you are a fucking moron', 'you are just butthurt that you got rejected on WIkipedia', 'Call yoursilf scolar or whatever', 'I am better than you just 14 and already a Wikipedia administrator', 'you are just a stupid ashole']",5,"[5, 10, 5, 12, 6]",12
83,0,20120528135045Z," He is doing what any president doe is on this day .  I do not recall if other presidents appeared at the Wall .  election year ..  yea ,  but then again you would never say anything if he did not appear .  You can not have it both ways .  ","he is do what ani presid doe is on this day . i do not recal if other presid appear at the wall . elect year .. yea , but then again you would never say anyth if he did not appear . you can not have it both way .","['He is doing what any president doe is on this day', 'I do not recall if other presidents appeared at the Wall', 'election year', 'yea but then again you would never say anything if he did not appear', 'You can not have it both ways']",5,"[11, 11, 2, 14, 7]",14
84,0,20120619193808Z," ..yeah ,  and you are a fuck expert..go back to picking through trash barrels you tool ","..yeah , and you are a fuck expert..go back to pick through trash barrel you tool","['yeah and you are a fuck expert', 'go back to picking through trash barrels you tool']",2,"[7, 9]",9
85,0,20120618201005Z, Those trails will definitely get plowed regardless of the investigation .  They will just see it as easier to plow the area than deal with it .  And once they got plowed I would never return or risk getting stopped and heavily questioned by the PO PO s .  P.S .  All the stupid comments are unnecessary .  It is really easy to be cold and heartless and act like you do not give a fuck .  But I would like to see these anonymous commentators talk shit like that in front of this person is family or even their own Mother s .  Grow up children and learn some respect .  ,those trail will definit get plow regardless of the investig . they will just see it as easier to plow the area than deal with it . and onc they got plow i would never return or risk get stop and heavili question by the po po s . p.s . all the stupid comment are unnecessari . it is realli easi to be cold and heartless and act like you do not give a fuck . but i would like to see these anonym comment talk shit like that in front of this person is famili or even their own mother s . grow up children and learn some respect .,"['Those trails will definitely get plowed regardless of the investigation', 'They will just see it as easier to plow the area than deal with it', 'And once they got plowed I would never return or risk getting stopped and heavily questioned by the PO PO s', 'P', 'S', 'All the stupid comments are unnecessary', 'It is really easy to be cold and heartless and act like you do not give a fuck', 'But I would like to see these anonymous commentators talk shit like that in front of this person is family or even their own Mother s', 'Grow up children and learn some respect']",9,"[10, 15, 21, 1, 1, 6, 18, 26, 7]",26
86,0,20120529200220Z, Suh had a sack the last time they played .  ,suh had a sack the last time they play .,['Suh had a sack the last time they played'],1,[9],9
87,0,20120612001540Z," and you are support argument a hole ..  Not everyone games on their pc is either .  Spec whores miss the point entirely ..  I prefer the mac to my daily work .  That beings said ,  I am also a big believer in the best tool for the job and there are certain things that PC is do better ,  (Database and servers for instance) The thing is that you havent proved anything other than an anti apple bias and name calling (guilty myself to get your attention) id just juvenile ","and you are support argument a hole .. not everyon game on their pc is either . spec whore miss the point entir .. i prefer the mac to my daili work . that be said , i am also a big believ in the best tool for the job and there are certain thing that pc is do better , (databas and server for instance) the thing is that you havent prove anyth other than an anti appl bias and name call (guilti myself to get your attention) id just juvenil","['and you are support argument a hole', 'Not everyone games on their pc is either', 'Spec whores miss the point entirely', 'I prefer the mac to my daily work', 'That beings said I am also a big believer in the best tool for the job and there are certain things that PC is do better', 'Database and servers for instance', 'The thing is that you havent proved anything other than an anti apple bias and name calling', 'guilty myself to get your attention', 'id just juvenile']",9,"[7, 8, 6, 8, 26, 5, 17, 6, 3]",26
